caption,comments1,comments,likes,timestamp,url,collection date,timespan,time,wc,log(wc),post interval,pf,sf,sf_new,saturation,revenue,posts,person,plant,cluster1,cluster2,cluster3,pfr,sfr
"Wrapped in rich leather with a waterfall silhouette, this coffee table adds bold texture and luxury. 
Elevate your living room at www.westelm.in or in-stores.",0,0,2517,2026-02-22T18:00:37.000Z,https://www.instagram.com/p/DVEO_sRARNd/,16-03-2026,22-02-2026,10,16,2.833213344,0,1,7,11,140,3.940572946,4680,1,1,,1,1,5,10
"Cookies in the oven, giggles in the air and tiny elves at work.

It’s time to layer your kids in comfort and magic. Discover cosy Dabu-printed corduroy jackets for boys, Bagru-printed floral quilted jackets for girls, and more, each piece blending craft, warmth and festive cheer.
.
.
.
.
#Fabindia #CelebrateIndia #CelebratingPeople #Christmas #KidsChristmas #FestiveLayering #CosyWinter

[Christmas, Christmas Celebration, kids winter layering, festive kidswear, dabu print jackets, bagru floral prints, corduroy jackets for boys, quilted jackets for girls, handcrafted kidswear]",100,100,2517,2025-11-10T10:53:18.000Z,https://www.instagram.com/p/DQ34__dk9p0/,16-03-2026,10-11-2025,86,18,2.944438979,0,1,0,11,41,3.118394805,4750,1,1,,0,0,5,10
"Indoor–outdoor living in Yucatán. 
 
This contemporary home by @richaudarquitectura pairs clean architectural lines with Scandinavian-inspired comfort. Interior styling by @didxonrodriguez in collaboration with BoConcept Mexico creates a calm, cohesive flow between indoor and outdoor spaces, shaped for relaxed modern living. 
 
Our Interior Designers can help style your home via the link in our bio. 
 
#DesignerLivingRoom #DesignForLiving #QuietLuxuryHome #ContemporaryInteriorDesign",59,59,2521,2025-10-17T12:30:00.000Z,https://www.instagram.com/p/DP6RA36AanF/,16-03-2026,17-10-2025,116,99,4.605170186,1,1,14,11,9,4.506294645,9100,0,0,,1,1,7,11
"A testament to its craftsmanship, giving you and your guests a truly unique setting for all your gatherings. 

Shop the Puebla Collection now!",55,55,3050,2026-02-24T18:02:11.000Z,https://www.instagram.com/p/DVJaTPfAeg8/,16-03-2026,24-02-2026,9,72,4.290459441,1,1,5,11,93,3.53472055,4680,1,1,,0,0,5,11
"Neutrals with an edge.

@alexandra.killion.interiors
@monomidnyc

#mycb2",0,0,3050,2026-02-17T07:14:57.000Z,https://www.instagram.com/p/DU2atWHDCY6/,16-03-2026,17-02-2026,14,5,1.791759469,0,1,5,11,87,5.214545,10350,0,0,,0,0,8,11
"Curated for you. Celebrated by you. 

Introducing The Festive Edit by @pavitrarajaramdesign 

Three exclusive gift hampers designed to elevate your festive moment. 

 • Tealight Candle Holder Hamper – ₹6,000
 • Napa Hurricane Taper Holder Hamper – ₹12,000
 • Bleecker Bar Hamper – ₹22,500

Available in stores and online at www.potterybarn.in.",74,74,3050,2026-02-14T09:17:57.000Z,https://www.instagram.com/p/DUu6Zo3EzIQ/,16-03-2026,14-02-2026,17,22,3.135494216,1,1,5,11,41,4.660865,4750,0,1,,0,0,5,11
"Favourite corners, found.

Quiet nooks, layered textures, and pieces styled with meaning.
Shaped by craftsmanship and the hands behind it. 

Every space from apparel to home, tells a story.
Curated to feel personal and designed to inspire your own.
.
.
.
.
.
[Fabindia, Fabhome, home styling, crafted spaces, artisan-made, Fabindia home, interior inspiration]

#FavouriteCorners #celebratingindia #StoreStories #CraftedByHand #StyledByFabindia #SpacesThatInspire #SlowLivingEveryday #stores #fabindia",31,31,3050,2026-01-28T12:50:00.000Z,https://www.instagram.com/p/DUDhJ7HE2dU/,16-03-2026,28-01-2026,26,16,2.833213344,1,3,5,11,1,4.723183046,12300,0,0,,0,0,0,11
"Hand aged brass your friends will get sick of hearing about every time they compliment this light (it's a multistep process).

The new Natalia Lamp. Shop the spring collection.",35,35,3050,2025-12-24T05:32:20.000Z,https://www.instagram.com/p/DSonPqOE_7w/,16-03-2026,24-12-2025,49,19,2.995732274,1,1,5,11,1,2.282031563,12300,1,0,,0,0,5,11
"Designed for the everyday, elevated for every occasion—the Rockport Bench is a dining essential.

Visit in stores or shop now at www.potterybarn.in",74,74,3050,2025-12-24T11:20:11.000Z,https://www.instagram.com/p/DSpPDUokwid/,16-03-2026,24-12-2025,52,29,3.401197382,0,1,5,11,81,4.198694933,12300,1,0,,1,0,7,11
"Dark metal legs, soft curves, and the perfect lounge-ready seat. The Penn Chair is where modern design meets Sunday comfort. 
Shop in stores or online at www.westelm.in",0,0,3050,2025-12-17T08:16:00.000Z,https://www.instagram.com/p/DSW4Xf7Ds93/,16-03-2026,17-12-2025,57,26,3.295836866,1,1,5,11,49,0,4750,1,0,,1,1,6,11
"Yeh hai #RishtonKiBaraat.

Spring ‘26
The Wedding Stories

Shaadi ka season has its own kind of glow. Sunlit pheras, laughter spilling across courtyards, music in the air and a guest list full of people who turn every moment into a celebration.

For mornings that begin with rituals and evenings that end on the dance floor, discover silhouettes and jewellery that adds just the right sparkle, made for everyone who arrives to celebrate.

Step into the mood of spring weddings.
Shop now.
.
.
.
.
#fabindia #celebrateindia #celebratingpeople #SpringWedding

[Springwedding, wedding season, wedding guest style, festive silhouettes, Indian weddings, wedding celebrations, occasion wear, Fabindia spring, wedding season style, jewellery for weddings, rishton ki baraat]",0,0,3050,2025-10-19T15:53:00.000Z,https://www.instagram.com/p/DP_xzwqCag2/,16-03-2026,19-10-2025,112,33,3.526360525,2,3,5,11,161,0,10350,0,1,,0,1,3,11
"Presenting Bespoke Kurtas for Men. Not just any kurta.

Experience a new way to order your Fabindia kurta.
Choose from 80+ premium fabrics and customise every detail from collars and cuffs to plackets, pockets, buttons, fit and finish.
Endless possibilities, designed around you.

Quick. Effortless. Distinctly yours.
This is Fabindia Bespoke, making a kurta of your choice, one at a time.

Ready to ship in just 7 days.
Customise yours, now. 

Visit fabindia.com/custom-kurta [Link in bio]
OR
Also available via fabONE Services across Select 180+ Stores in India.

#Fabindia #CelebrateIndia #CelebratingPeople #Bespoke #NotJustAnyKurta #BespokeKurtas #MadeForYou #CustomMade #MensStyle #FestiveFashion #IndianMenswear #TailoredToYou #FabindiaStyle 

[bespoke kurtas, Fabindia menswear, customised kurta, premium fabrics, men’s festive wear, tailored kurta, luxury menswear, traditional menswear, Indian men’s fashion, handcrafted clothing, personal style, men’s festive kurtas, fashion customisation, designer kurta, modern tradition]",68,68,3050,2024-11-20T13:17:20.000Z,https://www.instagram.com/p/DCmDSS9SmAR/,16-03-2026,20-11-2024,392,13,2.63905733,0,1,4,11,1,0,12300,1,1,,1,1,9,11
"With its light gray finish and graceful silhouette, the Zinc Pedestal Vase is art for your tabletop.

Explore the collection now.",49,49,3050,2024-09-30T12:30:00.000Z,https://www.instagram.com/p/DAipU9pSe8D/,16-03-2026,30-09-2024,422,16,2.833213344,0,1,4,11,1,2.589078291,12300,1,1,,0,1,4,11
"The new Fall Collection is here to stay, bringing with it all the comforts worth staying in for—stunning marbles, luxe fabrics and the kind of craftsmanship that elevates cozy season.

More layers. More texture. More mood. Tap to shop the latest.",100,100,2522,2025-07-09T07:01:34.000Z,https://www.instagram.com/p/DL4L3mQt6um/,16-03-2026,09-07-2025,200,134,4.905274778,0,1,4,12,54,4.183987415,4750,0,1,,0,1,3,11
"The Ø lounge chair, an exclusive statement of softness and sophistication designed by Helena Christensen. With its oversized silhouette and plush cushions upholstered in Helena's exclusive Lucca fabric, Ø is a restorative sanctuary within your home.

Shop Ø via the link in bio.

#LiveDanish #BoConcept #CraftedForComfort #MindfulDesign #QuietLuxuryHome",0,0,2528,2025-10-03T18:00:30.000Z,https://www.instagram.com/p/DPWl_3vAUpL/,16-03-2026,03-10-2025,132,8,2.197224577,1,1,9,12,121,3.843184558,4680,1,0,,1,1,7,11
"Meet the new Aarhus collection. 

With a rounded silhouette inspired by mid-century designs, it features a sleek, wooden frame that evokes the simplicity and functionality that defines Danish design.

Discover the Aarhus collection via the link in our bio.

---------

#DanishDesign #FunctionalLuxury #MidCenturySofa",0,0,2535,2025-11-13T18:01:13.000Z,https://www.instagram.com/p/DRAKn7SEvNd/,16-03-2026,13-11-2025,83,35,3.583518938,1,1,0,12,103,3.038692152,4680,1,1,,0,0,1,11
"Transform your bedroom into a serene sanctuary with the new Bolzano bed. Crafted for the design lover, the Bolzano bed marries flowing curves with a floating silhouette to create a zen expression of luxury.

Follow the link in our bio to create your own haven with Bolzano bed.

#LiveDanish #BoConcept #QuietLuxuryHome #MindfulDesign #CraftedForComfort",36,36,2878,2025-04-05T07:20:00.000Z,https://www.instagram.com/p/DIDmku0SuvS/,16-03-2026,05-04-2025,256,12,2.564949357,3,1,3,12,42,3.82307002,9100,0,0,,0,0,3,11
"There's new in the old. From midcentury-inspired sofas to French art deco lighting, design is best when eras are in conversation.

@stagedtosellhome
@oldhouseontherox

#mycb2",83,83,2884,2025-02-27T18:45:00.000Z,https://www.instagram.com/p/DGljjeRSmM7/,16-03-2026,27-02-2025,290,16,2.833213344,2,1,4,12,73,4.765454,9100,0,1,,1,1,5,11
"Bixby three ways. With a Brutalist-inspired design, leggy profile and bronze-finished cast aluminum, it's no wonder this console is a perennial best-seller.

As seen in spaces by

@stagedtosellhome
@berlinstudio_",0,0,2895,2025-08-08T08:22:25.000Z,https://www.instagram.com/p/DNFk94-NmN7/,16-03-2026,08-08-2025,184,27,3.33220451,0,1,5,12,65,4.676186,4750,0,1,,0,0,5,11
"फैबइंडिया अब माँ गंगा की गोद में!

श्री परमार्थ निकेतन आश्रम, ऋषिकेश में फैबइंडिया का भव्य शुभारंभ पूज्य स्वामी श्री चिदानन्द सरस्वती जी और पूज्या साध्वी भगवती सरस्वती जी के पावन सान्निध्य में संपन्न हुआ।

जीवनदायिनी माँ गंगा की स्वच्छता और पवित्रता के लिए हम कटिबद्ध हैं एवं श्री परमार्थ निकेतन के ‘क्लीन गंगा इनिशिएटिव’ (Clean Ganga Initiative) के साथ जुड़कर इस कार्य को आगे बढ़ाने में सहभागी होना हमारा सौभाग्य है।

पता: शॉप नंबर SW-1, परमार्थ निकेतन आश्रम, राम झूला, नियर मेन मार्केट रोड, स्वर्ग आश्रम, ऋषिकेश, उत्तराखंड 249304

#Fabindia #CelebrateIndia #CelebratingPeople",93,93,2904,2026-02-15T09:38:25.000Z,https://www.instagram.com/p/DUxhcK0k5tT/,16-03-2026,15-02-2026,16,26,3.295836866,0,1,4,12,72,0,12300,1,1,,0,0,3,12
"BLACK WEEK is now on.

Embrace The Art of Living Danishly with exclusive offers on our entire collection of striking minimalist designs that fit beautifully into real life.

Click the link in bio to shop our biggest sale of the year.",0,0,2911,2025-12-03T07:55:12.000Z,https://www.instagram.com/p/DRyy2jDDl4i/,16-03-2026,03-12-2025,68,21,3.091042453,0,1,1,12,72,4.780473,4750,1,1,,1,0,5,12
"Find your love at first flop.

Every well-collected home needs a supremely comfortable statement sofa (and in a color of the moment, no less). Plush, curved or tufted—our latest collections exceed all expectations. See what's new for spring.",0,0,2911,2025-10-02T10:51:56.000Z,https://www.instagram.com/p/DPTd15qCb-k/,16-03-2026,02-10-2025,133,15,2.772588722,1,1,4,12,162,1.970164054,10350,1,0,,1,1,9,12
"The @goop sconce that makes any room a little bit chicer.

An opaline glass globe shade rests on Arabescato marble, like a pearl sitting in a tray. Tap to shop the Roxane sconce.

@shanie.r.interiors
@ethereina.interiors
#mycb2",29,29,3050,2025-10-13T12:30:00.000Z,https://www.instagram.com/p/DPv91aMgRc0/,16-03-2026,13-10-2025,118,32,3.496507561,0,1,5,12,1,5.130874723,9100,1,1,,0,1,5,12
"A sculptural silhouette with serious lounge appeal. Your new favourite corner, redefined. 

Visit us in-store or shop online at www.westelm.in",62,62,3050,2025-09-22T12:30:00.000Z,https://www.instagram.com/p/DO55M0sE6s7/,16-03-2026,22-09-2025,146,118,4.779123493,1,4,5,12,75,2.994623949,12300,1,0,,1,0,2,12
"Introducing the Style Edit with Ridhi Khosla Jalan! Discover her curated picks from Pottery Barn’s summer collection — now live on our website and in stores.

Stay tuned for exclusive videos where the designer shares styling tips from the edit, featuring bedroom, living, and dining spaces.

Explore the edit in stores or at www.potterybarn.in

Jio World Plaza, Mumbai
+91 2235182699

Ambience Mall, Vasant Kunj, New Delhi
‎+91 1140870003",0,0,3050,2025-07-31T16:46:00.000Z,https://www.instagram.com/p/DMx4SCSpe7p/,16-03-2026,31-07-2025,188,18,2.944438979,0,3,6,12,101,4.910019,10350,1,1,,0,1,0,12
"As the moonlight meets tradition, every ritual turns into a story of love.
From sargi to sringar, Banarasi silks to intricate jewellery, Karwa Chauth is a celebration of the eternal bond that shines in every detail.
.
.
.
.
#Fabindia #CelebrateIndia #CelebratingPeople
#KarwaChauth #BanarasiSilks #FestiveApparel #EthnicWear #HandcraftedJewellery #IndianCraftsmanship #SilkKurtaSets #FamilyCelebration #FestiveStyle #Svarnim 

[Karwa Chauth, Banarasi silk saree, silk kurta set, handcrafted jewellery, festive wear, ethnic wear, Indian craftsmanship, festive collection, couple ethnic looks, traditional wear, sringar essentials, handcrafted elegance, festive family looks, sustainable festive fashion, heritage weaves, ethnic style inspiration, festive apparel, timeless traditions]",0,0,3050,2025-07-18T07:01:13.000Z,https://www.instagram.com/p/DMPW-wbNKV9/,16-03-2026,18-07-2025,194,31,3.465735903,0,1,5,12,47,2.047918529,4750,0,0,,0,0,8,12
"Pieces that make a home.

Statement stones, warm woods, textured fabrics—they're pieces with a presence. The rest of the room just falls into place.

@adr.adrianaddiaz

@dnookus

#mycb2",41,41,3050,2025-07-04T09:23:17.000Z,https://www.instagram.com/p/DLrkJ1hTQrl/,16-03-2026,04-07-2025,203,49,3.912023005,0,1,6,12,26,4.862541224,12300,0,0,,1,0,1,12
"Pujo arrives not as a day, but as a season of awakening.

It lives in the shimmer of handloom silk, Maheshwari, and Jamdani saris, in block prints that celebrate craft, in linens that dress homes with quiet splendour, and in jewellery that adorns tradition with radiance.

Each detail becomes a verse of devotion, each gesture a thread of togetherness.

Pujo begins here, in moments that are cherished, adorned, and remembered.

#Fabindia #CelebrateIndia #Celebratingpeople #Pujo #CelebrateTogetherness #HandcraftedElegance #GoldenZari #BlockPrint #FestiveLinen #Jewellery #IndianFestivals #Maheshwari #Jamdani #HandloomHeritage

[Pujo 2025, Fabindia Pujo, festive jewellery India, handcrafted elegance, Indian festivals 2025, festive home linen, festive decor India, Maheshwari saris, Jamdani saris, handloom saris India]",0,0,3050,2025-05-17T07:50:00.000Z,https://www.instagram.com/p/DJvzaFCpV_B/,16-03-2026,17-05-2025,228,21,3.091042453,1,1,6,12,1,0,12300,0,0,,1,1,7,12
"Introducing Steen Østergaard.

An award-winning Danish industrial designer known for his mastery of materials, signature organic shapes and highly technical approach.

Reissued exclusively for CB2, the Ripple Sofa is a 1980 design out of production for decades, with neat topstitching details and welt trim.

Tap to shop the collection from our newest Design Legend.",48,48,3050,2025-04-14T19:00:00.000Z,https://www.instagram.com/p/DIcBycCoLcy/,16-03-2026,14-04-2025,248,21,3.091042453,1,1,5,12,1,0,9100,0,0,,0,0,11,12
"Made from soft cotton with classic stripes, these napkins bring laid-back charm to your table. 
Shop the Cabana Stripe Napkins now!",0,0,3050,2025-03-14T08:00:00.000Z,https://www.instagram.com/p/DHF4G-sojeT/,16-03-2026,14-03-2025,280,32,3.496507561,2,2,5,12,1,4.674332483,9100,1,1,,1,1,0,12
"Woven from a silk-cotton blend, this pillow cover features a dimensional honeycomb pattern. Handcrafted in India for a luxe, artisanal touch.
 Refresh your space now.",0,0,3050,2025-03-04T08:00:00.000Z,https://www.instagram.com/p/DGxRvJrSkWl/,16-03-2026,04-03-2025,282,22,3.135494216,0,1,6,12,1,2.991913022,9100,1,0,,0,1,6,12
"Crafted of solid hardwood with forged aluminum edging, this hand-finished cabinet brings lasting strength and style.

Visit us in-store or shop online at www.potterybarn.in",0,0,3050,2025-03-01T07:35:00.000Z,https://www.instagram.com/p/DGsFOCky9zs/,16-03-2026,01-03-2025,288,20,3.044522438,4,1,6,12,1,0,12300,0,1,,0,1,0,12
"Add a subtle, sophisticated charm to your space with the Linwood Wide Dresser. 

Visit www.potterybarn.in or in-stores to explore products on sale.",62,62,3050,2025-02-12T08:00:00.000Z,https://www.instagram.com/p/DF9x1f9I17S/,16-03-2026,12-02-2025,313,18,2.944438979,1,1,6,12,1,5.054101,9100,1,1,,1,0,0,12
"Striped trays, glass jars, pink catchalls. Everything you need to keep your bathroom tidy—and pretty, too.

Get free styling advice with CB2 Interior Design Services.

@bouleanu",0,0,3050,2024-10-21T08:41:34.000Z,https://www.instagram.com/p/DBYT4RVyypo/,16-03-2026,21-10-2024,416,30,3.433987204,0,1,5,12,1,3.698147351,9100,1,0,,1,1,4,12
